,teamid,hteam,ateam,sk,skty,skgrd,x1,y1,hh.mm.ss,hrot,arot,wonlost,hms2,strzn,attzone,speed
1119,366,365,366,1,2,3,8.18,19.22,3897183,6,4,0,3898241,5,5,1058
1120,365,365,366,1,2,4,0.68,19.24,3921536,1,4,0,3922620,1,5,1084
1121,366,365,366,1,2,3,2.04,19.29,3945059,1,5,0,3946035,1,6,976
1122,365,365,366,1,2,4,0.88,18.87,3973594,2,5,1,3974594,1,1,1000
1123,365,365,366,1,2,4,0.63,18.76,3993906,2,5,1,3994834,1,9,928
1124,365,365,366,1,2,6,0.53,18.7,4032006,2,5,1,4033205,1,1,1199
1125,365,365,366,1,2,5,0.87,18.76,4051063,2,5,1,4052430,1,2,1367
1126,365,365,366,1,2,4,0.55,18.87,4073955,2,5,1,4074824,1,1,869
1127,365,365,366,1,2,4,0.66,18.82,4192517,2,5,0,4193547,1,9,1030
1128,366,365,366,1,2,3,1.02,19.68,4220077,2,6,1,4221101,1,1,1024
1129,366,365,366,1,2,5,1.1,19.16,4248290,2,6,1,4249346,1,7,1056
1130,366,365,366,1,2,1,1.23,19.16,4280157,2,6,0,4281163,1,5,1006
1131,365,365,366,1,2,4,7.96,18.7,4301411,3,6,0,4302403,5,7,992
1132,366,365,366,1,2,3,0.98,19.68,4322294,3,1,1,4323707,1,7,1413
1133,366,365,366,1,2,3,1.1,19.03,4366470,3,1,0,4367591,1,4,1121
1134,365,365,366,1,2,3,1,18.87,4394459,4,1,0,4395519,1,5,1060
1135,366,365,366,1,2,1,1.19,19.16,4420297,4,2,0,4421580,1,1,1283
1136,365,365,366,1,2,5,1.05,19.43,4438303,5,2,1,4439298,1,7,995
1137,365,365,366,1,2,3,1.22,19.37,4461351,5,2,1,4462326,1,7,975
1138,365,365,366,1,2,4,0.92,18.7,4481465,5,2,0,4482317,1,5,852
1139,366,365,366,1,2,3,0.73,19.16,4515452,5,3,0,4516497,1,6,1045
1140,365,365,366,1,2,3,7.85,18.93,4537667,6,3,1,4538755,5,8,1088
1141,365,365,366,1,2,5,7.25,18.93,4559209,6,3,1,4560167,5,6,958
1142,365,365,366,1,2,3,7.23,19.21,4684529,6,3,0,4685547,5,6,1018
1143,366,365,366,1,2,3,2.27,19.42,4710877,6,4,0,4711933,1,5,1056
1144,365,365,366,1,2,3,1.19,18.65,4737487,1,4,0,4738507,1,7,1020
1145,366,365,366,1,2,3,1.56,18.9,4759739,1,5,1,4760788,1,5,1049
1146,366,365,366,1,2,3,1.78,19.03,4790082,1,5,0,4791091,1,6,1009
1147,365,365,366,1,2,4,0.71,18.7,4820274,2,5,1,4821247,1,1,973
1148,365,365,366,1,2,4,1.18,18.93,4842531,2,5,1,4843507,1,1,976
1149,365,365,366,1,2,4,0.72,19.04,4864479,2,5,0,4865471,1,1,992
1150,366,365,366,1,2,3,1.63,19.42,4889621,2,6,0,4890647,1,6,1026
1151,365,365,366,1,2,4,8.43,18.82,4916212,3,6,0,4917275,5,6,1063
1152,366,365,366,1,2,3,0.96,19.95,4939713,3,1,1,4940739,1,1,1026
1153,366,365,366,1,2,2,0.95,19.29,4957477,3,1,1,4958757,1,7,1280
1154,366,365,366,1,2,5,0.72,19.42,5067597,3,1,0,5068647,1,7,1050
1155,365,365,366,1,2,4,1,18.87,5099407,4,1,0,5100249,1,5,842
1156,366,365,366,1,2,1,0.42,19.82,5124244,4,2,0,5125556,1,1,1312
1157,365,365,366,1,2,4,1.07,18.99,5141631,5,2,0,5142581,1,7,950
1158,366,365,366,1,2,3,0.81,19.42,5169443,5,3,0,5170434,1,1,991
1159,365,365,366,1,2,4,6.92,18.99,5263365,6,3,1,5264379,5,6,1014
1160,365,365,358,1,2,3,1.52,18.88,465421,1,6,1,466516,1,6,1095
1161,365,365,358,1,2,1,1.8,18.52,498119,1,6,0,499231,1,1,1112
1162,358,365,358,1,2,5,1.71,19.32,515641,1,1,0,516753,1,9,1112
1163,365,365,358,1,2,2,1.3,18.56,549247,2,1,1,550191,1,6,944
1164,365,365,358,1,2,3,0.66,18.88,668416,2,1,1,669343,1,6,927
1165,365,365,358,1,2,5,1.42,18.64,688742,2,1,0,689721,1,1,979
1166,358,365,358,1,3,3,2.12,19.6,718081,2,2,0,718791,1,6,710
1167,365,365,358,1,2,3,7.11,18.52,739079,3,2,1,740074,5,1,995
1168,365,365,358,1,2,5,7.05,18.56,761673,3,2,0,762769,5,1,1096
1169,358,365,358,1,2,1,7.58,19.97,785927,3,3,0,786980,5,1,1053
1170,365,365,358,1,2,4,2.58,18.84,809331,4,3,0,810419,1,6,1088
1171,358,365,358,1,2,4,7.08,19.32,831528,4,4,1,832651,5,7,1123
1172,358,365,358,1,2,3,5.68,19.22,851269,4,4,1,852391,6,8,1122
1173,358,365,358,1,2,5,7.01,19.6,871867,4,4,1,872969,5,7,1102
1174,358,365,358,1,2,3,6.08,19.69,897559,4,4,0,898697,5,8,1138
1175,365,365,358,1,2,6,2.01,18.72,920164,5,4,1,921241,1,7,1077
1176,365,365,358,1,2,5,1.65,18.72,936656,5,4,0,937713,1,5,1057
1177,358,365,358,1,2,5,1.48,19.6,962038,5,5,1,963070,1,9,1032
1178,358,365,358,1,2,3,1.81,19.88,994618,5,5,0,995675,1,8,1057
1179,365,365,358,1,2,3,6.55,18.52,1015774,6,5,0,1016800,5,6,1026
1180,358,365,358,1,2,3,4.12,19.69,1037629,6,6,0,1038966,6,8,1337
1181,365,365,358,1,2,3,1.72,18.6,1059488,1,6,0,1060522,1,5,1034
1182,358,365,358,1,2,4,1.79,19.32,1093732,1,1,1,1094822,1,8,1090
1183,358,365,358,1,2,3,1.67,19.22,1114699,1,1,0,1115672,1,9,973
1184,365,365,358,1,2,3,1.24,18.56,1141301,2,1,0,1142229,1,6,928
1185,358,365,358,1,3,3,1.95,19.5,1161779,2,2,1,1162471,1,8,692
1186,358,365,358,1,3,5,1.42,19.22,1201942,2,2,0,1202619,1,7,677
1187,365,365,358,1,2,3,6.85,18.72,1227823,3,2,0,1228913,5,6,1090
1188,358,365,358,1,2,3,7.89,19.41,1338478,3,3,0,1339304,5,9,826
1189,365,365,358,1,2,3,2.02,18.92,1362861,4,3,0,1363957,1,1,1096
1190,358,365,358,1,2,3,7.18,19.6,1383876,4,4,0,1384989,5,8,1113
1191,365,365,358,1,2,4,1.91,18.8,1403707,5,4,1,1404702,1,5,995
1192,365,365,358,1,2,1,2.16,18.88,1441773,5,4,0,1442805,1,1,1032
1193,358,365,358,1,2,4,2.3,19.22,1458223,5,5,0,1459318,1,9,1095
1194,365,365,358,1,2,3,6.12,18.84,1477306,6,5,0,1478219,5,5,913
1195,358,365,358,1,2,3,6.7,19.32,1499859,6,6,0,1500921,5,7,1062
1196,365,365,358,1,2,3,1.43,18.72,1523134,1,6,0,1524114,1,5,980
1197,358,365,358,1,2,3,1.95,19.5,1546938,1,1,0,1548016,1,8,1078
1198,365,365,358,1,2,3,2.09,18.64,1574890,2,1,1,1575900,1,1,1010
1199,365,365,358,1,2,3,1.43,18.84,1696537,2,1,1,1697531,1,1,994
1200,365,365,358,1,2,1,1.24,18.8,1731793,2,1,0,1732973,1,1,1180
1201,358,365,358,1,3,5,1.51,18.95,1756127,2,2,0,1757260,1,2,1133
1202,365,365,358,1,2,3,7.3,18.68,1920053,3,2,0,1921166,5,1,1113
1203,358,365,358,1,2,3,7.53,19.04,1943251,3,3,1,1944095,5,6,844
1204,358,365,358,1,2,1,7.67,19.32,2056612,3,3,0,2057706,5,1,1094
1205,365,365,358,1,2,3,1.7,18.64,2083696,4,3,0,2084691,1,6,995
1206,358,365,358,1,2,3,6.54,19.6,2223918,4,4,1,2225016,5,6,1098
1207,358,365,358,1,2,5,6.95,19.22,2244647,4,4,0,2245709,5,7,1062
1208,365,365,358,1,2,3,2.01,19.16,2276989,5,4,1,2278019,1,5,1030
1209,365,365,358,1,2,3,1.42,18.96,2304503,5,4,1,2305482,1,5,979
1210,358,365,358,1,2,3,3.44,18.84,2534945,5,6,0,2536192,6,1,1247
1211,365,365,358,1,2,4,7.38,19.41,2562833,6,6,1,2563747,5,8,914
1212,365,365,358,1,2,3,7.61,19.69,2601149,6,6,1,2602144,5,7,995
1213,365,365,358,1,2,5,6.85,19.78,2625325,6,6,0,2626284,5,7,959
1214,358,365,358,1,2,5,1.77,18.44,2653168,6,1,0,2654212,1,5,1044
1215,365,365,358,1,2,3,2.04,19.5,2680279,1,1,0,2681305,1,7,1026
1216,358,365,358,1,3,3,1.4,19.08,2706157,1,2,0,2706935,1,1,778
1217,365,365,358,1,2,4,1.97,19.04,2734402,2,2,1,2735362,1,9,960
1218,365,365,358,1,2,6,1.69,19.6,2759242,2,2,1,2760219,1,9,977
1219,365,365,358,1,2,3,1.76,19.13,2868474,2,2,0,2869437,1,9,963
1220,358,365,358,1,2,2,7.19,18.6,2890846,2,3,1,2891774,5,6,928
1221,358,365,358,1,2,1,6.97,18.96,2919188,2,3,0,2920250,5,5,1062
1222,365,365,358,1,2,3,7.28,19.88,2937563,3,3,0,2938557,5,7,994
1223,358,365,358,1,2,4,4.58,18.92,2960392,3,4,0,2961521,6,1,1129
1224,365,365,358,1,2,3,4.16,19.22,2988930,4,4,1,2989856,6,7,926
1225,365,365,358,1,2,5,4.07,19.6,3012510,4,4,1,3013590,6,8,1080
1226,365,365,358,1,2,3,3.18,19.88,3038690,4,4,1,3039716,6,8,1026
1227,365,365,358,1,2,3,2.58,19.69,3186242,4,4,1,3187152,1,7,910
1228,365,365,358,1,2,3,2.03,19.6,3221132,4,4,1,3222144,1,5,1012
1229,365,365,358,1,2,4,3.11,19.22,3242137,4,4,0,3243148,6,6,1011
1230,358,365,358,1,2,5,1.13,18.56,3274331,4,5,0,3275493,1,5,1162
1231,365,365,358,1,2,3,2.51,19.32,3328130,5,5,0,3329109,1,7,979
1232,358,365,358,1,2,6,4.02,18.72,3354376,5,6,1,3355487,6,1,1111
1233,358,365,358,1,2,3,3.8,18.72,3373233,5,6,0,3374415,6,6,1182
1234,365,365,358,1,2,1,7.21,19.32,3394411,6,6,0,3395639,5,1,1228
1235,358,365,358,1,2,3,1.18,19.12,3416861,6,1,0,3418074,1,6,1213
1236,365,365,358,1,2,5,1.8,19.13,3441055,1,1,0,3442066,1,7,1011
1237,358,365,358,1,3,6,1.49,18.8,3467134,1,2,1,3467882,1,6,748
1238,358,365,358,1,3,1,1.17,18.96,3489505,1,2,0,3490771,1,1,1266
1239,365,365,358,1,2,5,1.67,19.13,3509650,2,2,1,3510728,1,1,1078
1240,365,365,358,1,2,6,1.96,19.41,3534835,2,2,1,3535763,1,9,928
1241,365,365,358,1,2,1,1.96,19.22,3553299,2,2,0,3554364,1,5,1065
1242,358,365,358,1,2,3,6.59,18.76,3574158,2,3,0,3575022,5,6,864
1243,365,365,358,1,2,3,8,19.78,3599053,3,3,1,3600046,5,7,993
1244,365,365,358,1,2,3,7.37,19.22,3618625,3,3,0,3619603,5,7,978
1245,358,365,358,1,2,4,6.32,19.2,3640913,3,4,0,3642178,5,6,1265
1246,365,365,358,1,2,3,2.41,19.78,3678122,4,4,1,3679134,1,7,1012
1247,365,365,358,1,2,3,2.39,19.22,3703167,4,4,1,3704129,1,7,962
1248,365,365,358,1,2,5,1.78,18.6,4057535,5,5,1,4058555,1,5,1020
1249,365,365,358,1,2,3,2.61,18.88,4076116,5,5,0,4077195,1,5,1079
1250,358,365,358,1,2,5,1.94,19.69,4101972,5,6,0,4103101,1,7,1129
1251,365,365,358,1,2,3,6.63,18.68,4123179,6,6,1,4124208,5,6,1029
1252,365,365,358,1,2,1,6.59,18.88,4143330,6,6,0,4144473,5,1,1143
1253,358,365,358,1,2,4,1.92,19.22,4161247,6,1,0,4162277,1,8,1030
1254,365,365,358,1,2,3,1.63,18.84,4186730,1,1,1,4187811,1,5,1081
1255,365,365,358,1,2,3,1.65,18.76,4217935,1,1,1,4218913,1,5,978
1256,365,365,358,1,2,5,1.11,19,4306229,1,1,0,4307258,1,5,1029
1257,358,365,358,1,3,3,1.54,19.22,4328554,1,2,0,4329263,1,8,709
1258,365,365,358,1,2,5,0.81,19.04,4360198,2,2,1,4361159,1,1,961
1259,365,365,358,1,2,4,1.35,18.84,4506180,2,2,1,4507225,1,1,1045
1260,365,365,358,1,2,1,1.74,18.88,4537544,2,2,0,4538571,1,6,1027
1261,358,365,358,1,2,3,4.25,19.5,4555750,2,3,0,4556983,6,7,1233
1262,365,365,358,1,2,4,7.37,18.84,4576993,3,3,0,4578004,5,5,1011
1263,358,365,358,1,2,4,6.64,18.95,4625513,3,4,1,4626641,5,7,1128
1264,358,365,358,1,2,3,7.17,19.32,4645389,3,4,0,4646533,5,8,1144
1265,365,365,358,1,2,4,3.21,18.56,4672770,4,4,1,4673732,6,6,962
1266,365,365,358,1,2,4,2.26,18.68,4707331,4,4,1,4708430,1,5,1099
1267,365,365,358,1,2,3,2.24,18.72,4744444,4,4,1,4745405,1,6,961
1268,365,365,358,1,2,3,1.86,18.96,4873479,4,4,1,4874540,1,6,1061
1269,365,365,358,1,2,5,1.9,18.76,4900152,4,4,1,4901048,1,6,896
1270,365,365,358,1,2,5,1.67,19.44,4939024,4,4,1,4940118,1,5,1094
1271,365,365,358,1,2,3,1.31,18.68,4964808,4,4,1,4965918,1,1,1110
1272,365,365,358,1,2,5,1.77,18.84,4989588,4,4,1,4990517,1,5,929
1273,365,365,358,1,2,5,2.39,19,5067367,4,4,1,5068343,1,5,976
1274,365,365,358,1,2,6,6.42,18.8,5177281,4,4,1,5178427,5,1,1146
1275,365,365,358,1,2,3,7.07,18.76,5207532,4,4,1,5208576,5,1,1044
1276,365,365,358,1,2,3,6.56,18.88,5230242,4,4,0,5231206,5,1,964
1277,358,365,358,1,2,3,2.11,19.78,5260492,4,5,0,5261738,1,7,1246
1278,365,365,358,1,2,3,1.89,18.6,5279661,5,5,0,5280656,1,6,995
1279,358,365,358,1,2,3,2.23,19.04,5307888,5,6,0,5308932,1,7,1044
1280,365,365,358,1,2,3,5.57,18.52,5338735,6,6,1,5339863,6,5,1128
1281,361,361,365,1,2,3,6.59,18.83,681978,1,5,1,682927,5,1,949
1282,361,361,365,1,2,5,6.84,19.03,706930,1,5,0,707853,5,8,923
1283,365,361,365,1,2,2,6.39,18.31,730257,1,6,1,731241,5,6,984
1284,365,361,365,1,2,5,5.94,18.64,752566,1,6,1,753536,6,5,970
1285,365,361,365,1,2,3,6.12,18.77,776312,1,6,1,777152,5,6,840
1286,365,361,365,1,2,4,5.93,18.36,795505,1,6,0,796488,6,7,983
1287,361,361,365,1,2,6,1.22,19.24,822023,2,6,1,823093,1,5,1070
1288,361,361,365,1,2,3,1.36,19.24,839661,2,6,0,840724,1,6,1063
1289,365,361,365,1,2,3,2.74,18.59,867689,2,1,1,868818,1,1,1129
1290,365,361,365,1,2,3,2.56,18.12,891523,2,1,0,892535,1,6,1012
1291,361,361,365,1,2,5,3.1,18.83,913850,3,1,0,914688,6,9,838
1292,365,361,365,1,2,4,1.14,18.41,938169,3,2,0,939030,1,5,861
1293,361,361,365,1,2,5,1.46,19.45,970221,4,2,1,971099,1,5,878
1294,361,361,365,1,2,5,1.54,19.77,995934,4,2,0,996965,1,5,1031
1295,365,361,365,1,2,5,6.73,18.31,1017468,4,3,0,1018471,5,5,1003
1296,361,361,365,1,2,2,2.77,19.45,1043151,5,3,1,1044216,1,5,1065
1297,361,361,365,1,2,2,2.73,18.52,1064318,5,3,0,1065238,1,5,920
1298,365,361,365,1,2,5,6.42,18.59,1092115,5,4,1,1093021,5,6,906
1299,365,361,365,1,2,4,6.09,18.27,1118448,5,4,1,1119307,5,8,859
1300,365,361,365,1,2,3,6.24,18.45,1138697,5,4,0,1139777,5,6,1080
1301,361,361,365,1,2,1,2.6,19.35,1169627,6,4,0,1170912,1,1,1285
1302,365,361,365,1,2,3,2.19,18.64,1184734,6,5,0,1185796,1,6,1062
1303,361,361,365,1,2,5,6.32,19.14,1214151,1,5,0,1215120,5,1,969
1304,365,361,365,1,2,5,6.32,18.87,1241029,1,6,0,1241936,5,8,907
1305,361,361,365,1,2,5,1.89,18.93,1274451,2,6,0,1275953,1,4,1502
1306,365,361,365,1,2,3,2.51,18.22,1315552,2,1,1,1316575,1,8,1023
1307,365,361,365,1,2,4,2.69,19.05,1419553,2,1,1,1420571,1,1,1018
1308,365,361,365,1,2,4,2.68,18.77,1460047,2,1,0,1461046,1,9,999
1309,361,361,365,1,2,1,2.53,19.24,1484284,3,1,0,1485382,1,1,1098
1310,365,361,365,1,2,5,1.35,18.41,1503526,3,2,0,1504349,1,5,823
1311,361,361,365,1,2,4,1.22,19.35,1541950,4,2,0,1542842,1,5,892
1312,365,361,365,1,2,1,6.58,18.59,1584555,4,3,0,1585848,5,1,1293
1313,361,361,365,1,2,4,2.66,19.67,1604623,5,3,0,1605689,1,5,1066
1314,365,361,365,1,2,4,6.43,18.45,1629555,5,4,0,1630427,5,6,872
1315,361,361,365,1,2,3,2.27,19.03,1654848,6,4,0,1655786,1,5,938
1316,365,361,365,1,2,5,2.18,18.5,1672798,6,5,1,1673780,1,6,982
1317,365,361,365,1,2,5,2.1,18.59,1777079,6,5,1,1778064,1,5,985
1318,365,361,365,1,2,5,2.3,18.5,1810147,6,5,0,1811057,1,5,910
1319,361,361,365,1,2,3,6.16,18.31,1835968,1,5,1,1836813,5,6,845
1320,361,361,365,1,2,5,6.7,18.21,1863331,1,5,1,1864249,5,1,918
1321,361,361,365,1,2,4,7.07,19.77,1966657,1,5,0,1967634,5,6,977
1322,365,361,365,1,2,3,6.22,18.5,1995127,1,6,0,1996016,5,6,889
1323,361,361,365,1,2,3,2.37,19.03,2033368,2,6,0,2034475,1,5,1107
1324,365,361,365,1,2,3,2.7,18.73,2056848,2,1,0,2057882,1,6,1034
1325,361,361,365,1,2,5,2.49,18.42,2081553,3,1,1,2082649,1,9,1096
1326,361,361,365,1,2,4,2.81,19.35,2103897,3,1,0,2104784,1,6,887
1327,365,361,365,1,2,1,2.71,19.03,2329128,6,5,0,2330017,1,5,889
1328,361,361,365,1,2,3,6.33,18.54,2352350,1,5,1,2353267,5,9,917
1329,361,361,365,1,2,5,6.41,18.36,2373859,1,5,0,2374777,5,8,918
1330,365,361,365,1,2,3,6.09,18.31,2413687,1,6,0,2414649,5,7,962
1331,361,361,365,1,2,5,2.15,19.09,2438789,2,6,0,2439914,1,8,1125
1332,365,361,365,1,2,5,1.91,18.62,2463545,2,1,0,2464462,1,7,917
1333,361,361,365,1,2,1,6.36,18.5,2488063,3,1,0,2489215,5,1,1152
1334,365,361,365,1,2,1,1.34,19.03,2506601,3,2,0,2507853,1,1,1252
1335,361,361,365,1,2,5,1.21,18.96,2530362,4,2,0,2531279,1,5,917
1336,365,361,365,1,2,3,7.44,19.35,2553224,4,3,1,2554238,5,9,1014
1337,365,361,365,1,2,6,7.53,19.24,2573479,4,3,1,2574379,5,9,900
1338,365,361,365,1,2,5,7.69,18.93,2590173,4,3,0,2591163,5,9,990
1339,361,361,365,1,2,4,6.17,18.54,2617741,5,3,0,2618725,5,1,984
1340,365,361,365,1,2,3,6.11,19.03,2677189,5,4,0,2678282,5,8,1093
1341,361,361,365,1,2,3,2.84,18.82,2702511,6,4,1,2703523,1,5,1012
1342,361,361,365,1,2,5,2.57,18.91,2746945,6,4,0,2747894,1,7,949
1343,365,361,365,1,2,5,2.16,19.14,2784728,6,5,1,2785709,1,5,981
1344,365,361,365,1,2,6,1.9,19.56,2805482,6,5,1,2806668,1,5,1186
1345,365,361,365,1,2,5,2.04,19.45,2822331,6,5,1,2823376,1,5,1045
1346,365,361,365,1,2,3,1.78,19.14,2942605,6,5,1,2943633,1,5,1028
1347,365,361,365,1,2,3,2.22,19.45,2961855,6,5,1,2962901,1,5,1046
1348,365,361,365,1,2,3,2.04,19.45,2992818,6,5,0,2993786,1,5,968
1349,361,361,365,1,2,4,6.36,18.54,3019651,1,5,0,3020673,5,1,1022
1350,365,361,365,1,2,5,5.98,19.14,3048477,1,6,1,3049458,6,7,981
1351,365,361,365,1,2,4,5.74,19.24,3088043,1,6,1,3088994,6,8,951
1352,365,361,365,1,2,3,5.91,19.14,3109059,1,6,0,3109970,6,7,911
1353,361,361,365,1,2,3,2.29,18.68,3133562,2,6,0,3134599,1,7,1037
1354,365,361,365,1,2,4,1.61,19.14,3154727,2,1,1,3155693,1,7,966
1355,365,361,365,1,2,5,1.95,18.52,3272531,2,1,0,3273642,1,7,1111
1356,361,361,365,1,2,3,3.12,18.45,3295918,3,1,1,3296821,6,1,903
1357,361,361,365,1,2,6,2.79,18.68,3318448,3,1,1,3319341,1,6,893
1358,361,361,365,1,2,3,2.92,18.59,3338094,3,1,0,3339303,1,6,1209
1359,365,361,365,1,2,3,1.15,18.83,3359188,3,2,0,3360177,1,6,989
1360,361,361,365,1,2,5,1.3,18.59,3395529,4,2,0,3396547,1,5,1018
1361,365,361,365,1,2,3,7.53,19.14,3416156,4,3,0,3417145,5,8,989
1362,361,361,365,1,2,3,3.01,18.59,3442374,5,3,0,3443461,6,6,1087
1363,365,361,365,1,2,4,6.26,19.35,3469186,5,4,1,3470143,5,9,957
1364,365,361,365,1,2,3,6.28,18.72,3501102,5,4,1,3502011,5,8,909
1365,365,361,365,1,2,4,6.76,18.72,3520350,5,4,1,3521310,5,9,960
1366,365,361,365,1,2,3,6.53,19.03,3556376,5,4,0,3557525,5,8,1149
1367,361,361,365,1,2,5,2.8,18.87,3588896,6,4,0,3589843,1,5,947
1368,361,361,365,1,2,3,6.48,18.72,3949868,1,5,0,3950826,5,8,958
1369,365,361,365,1,2,4,6.09,18.41,3970845,1,6,0,3971829,5,6,984
1370,361,361,365,1,2,1,1.97,19.45,3996931,2,6,0,3997786,1,1,855
1371,365,361,365,1,2,6,1.6,18.68,4015603,2,1,1,4016683,1,7,1080
1372,365,361,365,1,2,4,1.65,18.73,4034642,2,1,0,4035670,1,6,1028
1373,361,361,365,1,2,3,2.67,19.45,4058593,3,1,0,4059525,1,8,932
1374,365,361,365,1,2,1,1.58,18.68,4081821,3,2,0,4082611,1,1,790
1375,361,361,365,1,2,3,1.36,18.62,4104501,4,2,1,4105570,1,5,1069
1376,361,361,365,1,2,3,1.39,19.45,4142720,4,2,1,4143636,1,6,916
1377,361,361,365,1,2,1,7.48,19.45,4166857,4,2,0,4167752,5,5,895
1378,365,361,365,1,2,5,7.5,18.87,4183242,4,3,1,4184317,5,1,1075
1379,365,361,365,1,2,5,7.79,18.68,4202282,4,3,1,4203278,5,1,996
1380,365,361,365,1,2,1,7.76,18.73,4225181,4,3,0,4226646,5,6,1465
1381,361,361,365,1,2,6,3.02,19.24,4244503,5,3,1,4245507,6,5,1004
1382,361,361,365,1,2,5,2.44,18.93,4262483,5,3,0,4263496,1,5,1013
1383,365,361,365,1,2,5,6.36,18.87,4294376,5,4,1,4295308,5,1,932
1384,365,361,365,1,2,3,6.37,18.64,4322243,5,4,1,4323279,5,1,1036
1385,365,361,365,1,2,4,6.52,18.91,4369274,5,4,0,4370223,5,9,949
1386,361,361,365,1,2,5,2.3,19.03,4409636,6,4,0,4410621,1,5,985
1387,365,361,365,1,2,3,2.37,18.64,4431007,6,5,0,4432033,1,8,1026
1388,361,361,365,1,2,2,6.66,19.03,4459093,1,5,1,4459962,5,9,869
1389,361,361,365,1,2,2,6.92,19.45,4489756,1,5,1,4490779,5,8,1023
1390,361,361,365,1,2,5,6.71,19.24,4517272,1,5,1,4518224,5,1,952
1391,361,361,365,1,2,6,6.96,18.83,4628776,1,5,1,4629680,5,9,904
1392,361,361,365,1,2,5,6.92,18.52,4648647,1,5,1,4649687,5,8,1040
1393,361,361,365,1,2,5,6.73,18.83,4692570,1,5,0,4693681,5,1,1111
1394,365,361,365,1,2,5,6.34,18.87,4729671,1,6,0,4730686,5,8,1015
1395,361,361,365,1,2,4,1.69,18.83,4756802,2,6,0,4757950,1,5,1148
1396,365,361,365,1,2,5,1.92,19,4786439,2,1,0,4787390,1,6,951
1397,361,361,365,1,2,4,1.98,19.35,4833630,3,1,1,4834532,1,6,902
1398,361,361,365,1,2,1,6.58,18.72,4864043,3,1,0,4864962,5,1,919
1399,365,361,365,1,2,5,1.57,18.54,4884729,3,2,0,4885670,1,6,941
1400,361,361,365,1,2,4,7.15,19.24,4912693,4,2,0,4913650,5,9,957
1401,365,361,365,1,2,3,7.78,18.45,4953045,4,3,1,4954073,5,1,1028
1402,365,361,365,1,2,5,7.18,18.59,4985674,4,3,1,4986595,5,1,921
1403,365,361,365,1,2,4,7.22,18.64,5089411,4,3,0,5090417,5,6,1006
1404,361,361,365,1,2,4,6.52,18.72,5127835,5,3,0,5128877,5,9,1042
1405,365,361,365,1,2,3,6.31,18.59,5162592,5,4,1,5163508,5,8,916
1406,365,361,365,1,2,3,3.15,18.64,5274139,5,4,0,5275092,6,6,953
1407,361,361,365,1,2,4,2.37,19.14,5297771,6,4,0,5298763,1,5,992
1408,365,361,365,1,2,3,2.27,18.36,5318626,6,5,1,5319715,1,5,1089
1409,365,361,365,1,2,3,2.34,18.5,5353684,6,5,1,5354669,1,5,985
1410,365,361,365,1,2,4,2.08,18.64,5372185,6,5,1,5373204,1,7,1019
1411,365,361,365,1,2,3,2.5,18.77,5394264,6,5,1,5395237,1,5,973
1412,365,361,365,1,2,2,2.54,18.77,5453077,6,5,1,5454127,1,5,1050
1413,357,357,365,1,2,3,5.89,19.19,774770,2,5,0,776000,6,1,1230
1414,365,357,365,1,2,3,5.96,19.43,806476,2,6,0,807493,6,7,1017
1415,357,357,365,1,2,3,6.08,18.85,828710,3,6,1,829791,5,6,1081
1416,357,357,365,1,2,1,7.02,19.09,850216,3,6,0,851612,5,1,1396
1417,365,357,365,1,2,3,1.98,19.66,870099,3,1,1,871262,1,5,1163
1418,365,357,365,1,2,4,1.85,19.2,893865,3,1,0,894912,1,7,1047
1419,357,357,365,1,2,3,1.68,18.94,924606,4,1,0,925635,1,1,1029
1420,365,357,365,1,2,3,1.4,19.32,946256,4,2,0,947118,1,8,862
1421,357,357,365,1,2,1,7.47,18.99,970496,5,2,0,971194,5,5,698
1422,365,357,365,1,2,3,6.75,19.55,986413,5,3,0,987542,5,9,1129
1423,357,357,365,1,2,3,7.75,19.14,1008288,6,3,1,1009486,5,1,1198
1424,357,357,365,1,2,3,3.19,19.48,1028355,6,3,0,1029551,6,5,1196
1425,365,357,365,1,2,4,2.63,19.2,1053295,6,4,1,1054302,1,6,1007
1426,365,357,365,1,2,3,3.13,20.36,1072632,6,4,1,1073611,6,6,979
1427,365,357,365,1,2,2,2.51,19.66,1093023,6,4,1,1094052,1,6,1029
1428,365,357,365,1,2,5,2,19.32,1115130,6,4,1,1116142,1,8,1012
1429,365,357,365,1,2,3,2.88,19.66,1144288,6,4,1,1145234,1,6,946
1430,365,357,365,1,2,3,2.77,19.55,1177340,6,4,1,1178319,1,6,979
1431,365,357,365,1,2,4,2.45,20.36,1284798,6,4,1,1285743,1,6,945
1432,365,357,365,1,2,3,2.97,19.32,1310979,6,4,1,1311992,1,7,1013
1433,365,357,365,1,2,3,2.92,19.55,1334669,6,4,1,1335647,1,6,978
1434,365,357,365,1,2,3,2,19.2,1354916,6,4,0,1356062,1,7,1146
1435,357,357,365,1,2,5,3.21,19.24,1395240,1,4,0,1396422,6,5,1182
1436,365,357,365,1,2,3,1.47,19.43,1422291,1,5,0,1423473,1,6,1182
1437,357,357,365,1,2,3,7.22,19.04,1459860,2,5,1,1460939,5,1,1079
1438,357,357,365,1,2,3,7.67,19.24,1488903,2,5,0,1490068,5,1,1165
1439,365,357,365,1,2,3,6,19.43,1509482,2,6,0,1510478,6,7,996
1440,357,357,365,1,2,4,7.15,18.9,1531583,3,6,0,1532625,5,6,1042
