,teamid,hteam,ateam,sk,skty,skgrd,x1,y1,hh.mm.ss,hrot,arot,wonlost,hms2,strzn,attzone,speed
467,365,365,357,1,2,3,7.59,18.8,4056105,3,5,0,4057582,5,9,1477
468,357,365,357,1,2,4,5.98,19.23,4086336,3,6,0,4087460,6,7,1124
469,365,365,357,1,2,3,1.22,19.01,4110211,4,6,1,4111257,1,6,1046
470,365,365,357,1,2,6,1.58,19.01,4225692,4,6,1,4226947,1,6,1255
471,365,365,357,1,2,3,1.89,19.01,4258164,4,6,0,4259223,1,5,1059
472,357,365,357,1,2,2,2.82,19.47,4286935,4,1,1,4287949,1,5,1014
473,357,365,357,1,2,4,2.84,18.76,4304607,4,1,0,4305633,1,7,1026
474,365,365,357,1,2,5,2.4,18.44,4324886,5,1,1,4325943,1,6,1057
475,361,365,361,1,2,6,1.72,19.36,252306,5,4,1,253387,1,8,1081
476,361,365,361,1,2,3,1.6,19.6,269853,5,4,0,270857,1,8,1004
477,365,365,361,1,2,5,1.29,19.23,298385,6,4,1,299392,1,5,1007
478,365,365,361,1,2,3,1.35,19.13,319825,6,4,1,320975,1,5,1150
479,365,365,361,1,2,1,1.74,18.93,341918,6,4,0,342945,1,1,1027
480,361,365,361,1,2,5,1.9,19.72,362174,6,5,1,363214,1,7,1040
481,361,365,361,1,2,1,1.78,19.84,381306,6,5,0,382762,1,1,1456
482,365,365,361,1,2,4,2.05,19,399636,1,5,1,400729,1,9,1093
483,365,365,361,1,2,5,1.84,18.93,420026,1,5,1,421219,1,1,1193
484,365,365,361,1,2,3,1.86,19.13,445476,1,5,0,446478,1,1,1002
485,361,365,361,1,2,3,5.43,19.6,479234,1,6,0,480238,6,9,1004
486,365,365,361,1,2,4,1.15,19.08,502960,2,6,0,503841,1,6,881
487,361,365,361,1,2,1,1.8,19.48,524878,2,1,0,526160,1,5,1282
488,365,365,361,1,2,5,6.84,19.08,543502,3,1,1,544560,5,5,1058
489,365,365,361,1,2,5,7.05,19.08,580659,3,1,1,581752,5,5,1093
490,365,365,361,1,2,3,7.03,18.98,601174,3,1,1,602200,5,5,1026
491,365,365,361,1,2,5,6.85,19.03,622212,3,1,1,623270,5,5,1058
492,365,365,361,1,2,5,7.51,18.98,755851,3,1,1,756878,5,6,1027
493,365,365,361,1,2,3,7.16,18.93,776560,3,1,0,777520,5,5,960
494,361,365,361,1,2,6,1.71,19.59,833523,3,2,1,834503,1,7,980
495,361,365,361,1,2,4,6.28,19.72,856894,3,2,0,857964,5,1,1070
496,365,365,361,1,2,1,7,19.03,889513,4,2,0,890785,5,1,1272
497,361,365,361,1,2,1,2.22,19.6,909703,4,3,0,910897,1,1,1194
498,365,365,361,1,2,2,1.74,18.88,926419,5,3,1,927432,1,5,1013
499,365,365,361,1,2,3,1.6,19.03,943063,5,3,0,944099,1,5,1036
500,361,365,361,1,2,3,6.99,19.84,979252,5,4,0,980261,5,8,1009
501,365,365,361,1,2,5,7.07,18.78,1001581,6,4,1,1002530,5,6,949
502,365,365,361,1,2,6,6.58,18.93,1022955,6,4,1,1023934,5,5,979
503,365,365,361,1,2,3,6.78,18.93,1146943,6,4,1,1147991,5,6,1048
504,365,365,361,1,2,5,5.26,18.78,1167800,6,4,1,1168804,6,6,1004
505,365,365,361,1,2,3,7.07,18.72,1196155,6,4,0,1197215,5,6,1060
506,361,365,361,1,2,3,2.12,20.08,1217671,6,5,1,1218753,1,8,1082
507,361,365,361,1,2,1,1.67,19.72,1239120,6,5,0,1240555,1,1,1435
508,365,365,361,1,2,6,1.4,19.13,1259096,1,5,1,1260144,1,9,1048
509,365,365,361,1,2,3,1.94,19.18,1277268,1,5,0,1278328,1,9,1060
510,361,365,361,1,2,4,4.89,19.72,1301633,1,6,0,1302695,6,9,1062
511,365,365,361,1,2,1,0.88,18.93,1323688,2,6,0,1325014,1,5,1326
512,361,365,361,1,2,3,7.8,19.84,1345257,2,1,1,1346241,5,5,984
513,361,365,361,1,2,1,7.69,19.84,1366405,2,1,0,1367972,5,1,1567
514,365,365,361,1,2,3,1.93,19.96,1588863,5,5,0,1589832,1,7,969
515,361,365,361,1,2,3,4.6,18.98,1614144,5,6,1,1615147,6,6,1003
516,361,365,361,1,2,3,5,19.23,1648896,5,6,0,1649932,6,1,1036
517,365,365,361,1,2,2,1.91,19.48,1676751,6,6,1,1677723,1,9,972
518,365,365,361,1,2,4,2.18,19.48,1696182,6,6,1,1697232,1,9,1050
519,365,365,361,1,2,5,2.41,19.6,1722117,6,6,1,1723121,1,8,1004
520,365,365,361,1,2,3,1.79,19.6,1745177,6,6,0,1746237,1,9,1060
521,361,365,361,1,2,3,2.17,18.98,1777862,6,1,0,1778953,1,6,1091
522,365,365,361,1,2,5,2.02,19.6,1808405,1,1,1,1809565,1,6,1160
523,365,365,361,1,2,4,2.17,19.72,1834838,1,1,0,1835912,1,8,1074
524,361,365,361,1,2,4,5.53,19.18,1866619,1,2,0,1867722,6,1,1103
525,365,365,361,1,2,4,1.33,19.48,1923893,2,2,1,1924896,1,9,1003
526,365,365,361,1,2,5,1.63,19.72,1945130,2,2,1,1946109,1,9,979
527,365,365,361,1,2,1,1.2,19.72,2078216,2,2,0,2079240,1,1,1024
528,361,365,361,1,2,3,2.35,18.93,2098186,2,3,0,2099209,1,1,1023
529,365,365,361,1,2,5,7.56,19.72,2121195,3,3,0,2122256,5,7,1061
530,361,365,361,1,2,5,6.61,19.23,2152474,3,4,1,2153400,5,1,926
531,361,365,361,1,2,3,6.61,19.23,2178848,3,4,0,2179907,5,1,1059
532,365,365,361,1,2,6,4.19,19.72,2208994,4,4,1,2210085,6,6,1091
533,365,365,361,1,2,3,2.41,19.72,2228351,4,4,1,2229343,1,7,992
534,365,365,361,1,2,3,1.94,19.84,2257084,4,4,1,2258245,1,8,1161
535,365,365,361,1,2,3,1.7,19.84,2285288,4,4,1,2286268,1,7,980
536,365,365,361,1,2,4,2.41,19.6,2308892,4,4,1,2309895,1,7,1003
537,365,365,361,1,2,5,1.8,19.48,2334008,4,4,0,2334965,1,7,957
538,361,365,361,1,2,3,4.68,19.28,2367510,4,5,0,2368469,6,1,959
539,365,365,361,1,2,3,2.25,19.72,2397247,5,5,1,2398284,1,7,1037
540,365,365,361,1,2,3,1.98,19.72,2428156,5,5,0,2429204,1,8,1048
541,361,365,361,1,2,4,6.97,19.08,2453331,5,6,0,2454311,5,1,980
542,365,365,361,1,2,5,6.86,19.6,2474134,6,6,1,2475058,5,8,924
543,365,365,361,1,2,6,5.66,19.36,2510584,6,6,1,2511453,6,7,869
544,365,365,361,1,2,4,7.14,19.72,2529431,6,6,0,2530343,5,7,912
545,361,365,361,1,2,3,2.13,19.03,2553742,6,1,1,2554716,1,5,974
546,361,365,361,1,2,3,1.93,19.08,2598160,6,1,1,2599196,1,5,1036
547,361,365,361,1,2,3,2.46,19.08,2621564,6,1,0,2622635,1,5,1071
548,365,365,361,1,2,3,1.9,19.72,2681995,1,1,0,2683233,1,7,1238
549,361,365,361,1,2,3,5.77,18.88,2709052,1,2,0,2710190,6,6,1138
550,365,365,361,1,2,2,2.06,19.72,2764721,2,2,0,2765702,1,8,981
551,361,365,361,1,2,5,1.91,19.18,2790786,2,3,1,2791754,1,6,968
552,361,365,361,1,2,5,1.93,19.08,2817368,2,3,0,2818281,1,6,913
553,365,365,361,1,2,4,7.6,19.6,2840225,3,3,1,2841273,5,7,1048
554,361,365,361,1,2,5,7.3,19.84,3191511,5,5,1,3192594,5,1,1083
555,361,365,361,1,2,4,6.98,19.6,3212799,5,5,0,3213848,5,9,1049
556,365,365,361,1,2,3,1.56,19.18,3239212,6,5,1,3240302,1,1,1090
557,365,365,361,1,2,3,1.82,18.98,3260453,6,5,0,3261565,1,1,1112
558,361,365,361,1,2,3,2.53,19.6,3287553,6,6,0,3288556,1,7,1003
559,365,365,361,1,2,3,1.96,19.13,3321709,1,6,0,3322756,1,5,1047
560,361,365,361,1,2,5,1.42,19.36,3356097,1,1,0,3357000,1,1,903
561,365,365,361,1,2,5,1.86,18.83,3381980,2,1,1,3382919,1,5,939
562,365,365,361,1,2,3,0.89,19.03,3468387,2,1,1,3469500,1,6,1113
563,365,365,361,1,2,5,1.86,18.83,3492616,2,1,1,3493530,1,6,914
564,365,365,361,1,2,4,1.61,18.83,3538568,2,1,0,3539448,1,8,880
565,361,365,361,1,2,2,4.03,19.72,3567703,2,2,1,3568718,6,5,1015
566,361,365,361,1,2,3,3.77,19.36,3588795,2,2,0,3589898,6,7,1103
567,365,365,361,1,2,5,7.21,18.93,3610670,3,2,1,3611752,5,1,1082
568,365,365,361,1,2,2,7.18,18.93,3635651,3,2,1,3636699,5,5,1048
569,365,365,361,1,2,3,7.22,19.13,3655453,3,2,0,3656479,5,6,1026
570,361,365,361,1,2,3,7.25,19.6,3680998,3,3,0,3681990,5,7,992
571,365,365,361,1,2,3,1.65,19.08,3711661,4,3,1,3712673,1,7,1012
572,365,365,361,1,2,5,2.09,19.18,3734254,4,3,1,3735155,1,7,901
573,365,365,361,1,2,5,1.5,19.03,3760589,4,3,0,3761512,1,7,923
574,361,365,361,1,2,5,1.68,19.48,3803745,4,4,1,3804781,1,9,1036
575,361,365,361,1,2,1,2.44,19.72,3839052,4,4,0,3840331,1,1,1279
576,365,365,361,1,2,3,2.1,18.98,3855901,5,4,0,3856972,1,5,1071
577,361,365,361,1,2,5,7.33,19.6,3890188,5,5,1,3891096,5,6,908
578,361,365,361,1,2,4,5.73,19.36,3913474,5,5,0,3914490,6,1,1016
579,365,365,361,1,2,3,6.95,18.98,4043682,6,5,1,4044607,5,6,925
580,365,365,361,1,2,5,6.63,18.88,4069663,6,5,0,4070734,5,6,1071
581,361,365,361,1,2,5,4.11,19.84,4105824,6,6,1,4106783,6,8,959
582,361,365,361,1,2,3,2.68,19.72,4147704,6,6,0,4148707,1,5,1003
583,365,365,361,1,2,3,1.72,18.98,4171192,1,6,1,4172261,1,1,1069
584,365,365,361,1,2,4,1.84,18.93,4211800,1,6,0,4212805,1,1,1005
585,361,365,361,1,2,1,1.33,19.48,4240463,1,1,0,4241633,1,1,1170
586,365,365,361,1,2,5,1.53,19.43,4259618,2,1,0,4260644,1,6,1026
587,361,365,361,1,2,3,1.24,19.84,4296237,2,2,0,4297262,1,1,1025
588,365,365,361,1,2,3,6.63,18.93,4319896,3,2,0,4320935,5,7,1039
589,361,365,361,1,2,3,3.65,19.72,4353738,3,3,0,4354814,6,7,1076
590,365,365,361,1,3,3,6.75,19.03,4375732,4,3,0,4376603,5,1,871
591,361,365,361,1,2,6,1.98,19.72,4412365,4,4,1,4413389,1,6,1024
592,361,365,361,1,2,3,1.94,19.72,4433675,4,4,0,4434679,1,9,1004
593,365,365,361,1,2,6,1.83,19.13,4464679,5,4,1,4465671,1,9,992
594,365,365,361,1,2,3,2.04,18.88,4583690,5,4,0,4584705,1,6,1015
595,361,365,361,1,2,5,6.47,19.48,4621859,5,5,0,4622930,5,1,1071
596,365,365,361,1,2,5,6.59,18.72,4663164,6,5,1,4664156,5,7,992
597,365,367,365,1,2,1,2.4,19.08,734528,6,6,0,735825,1,1,1297
598,367,367,365,1,2,3,0.92,18.76,803806,1,6,1,804756,1,6,950
599,367,367,365,1,2,3,1.13,18.68,822569,1,6,0,823595,1,6,1026
600,365,367,365,1,2,3,2.64,19.18,845863,1,1,1,846854,1,5,991
601,365,367,365,1,2,1,2.56,19.18,867080,1,1,0,867857,1,6,777
602,367,367,365,1,2,4,5.21,18.64,889976,2,1,0,891248,6,1,1272
603,365,367,365,1,2,3,1.94,19.18,920398,2,2,0,921534,1,1,1136
604,367,367,365,1,2,2,6.09,19.37,944617,3,2,1,945854,5,6,1237
605,367,367,365,1,2,3,6.3,19.45,971561,3,2,0,972811,5,6,1250
606,365,367,365,1,2,4,6.85,18.99,1004127,3,3,0,1005308,5,5,1181
607,367,367,365,1,2,5,3.79,18.76,1034917,4,3,0,1035942,6,6,1025
608,365,367,365,1,2,4,2.39,19.18,1063747,4,4,1,1064929,1,5,1182
609,365,367,365,1,2,3,1.69,19.18,1092066,4,4,1,1093124,1,7,1058
610,365,367,365,1,2,1,2.23,19.08,1124251,4,4,0,1124852,1,6,601
611,367,367,365,1,2,5,3.95,18.68,1145295,5,4,1,1146299,6,6,1004
612,367,367,365,1,2,1,3.6,18.76,1168320,5,4,0,1169545,6,1,1225
613,365,367,365,1,2,4,2.43,19.18,1185788,5,5,0,1186823,1,8,1035
614,367,367,365,1,2,3,7.37,18.8,1209245,6,5,0,1210259,5,6,1014
615,365,367,365,1,2,4,2.39,19.18,1243586,6,6,1,1244756,1,6,1170
616,365,367,365,1,2,2,2.44,19.08,1280923,6,6,1,1281957,1,9,1034
617,365,367,365,1,2,1,2.39,19.27,1303250,6,6,0,1304720,1,1,1470
618,367,367,365,1,2,6,0.95,18.8,1357438,1,6,1,1358499,1,5,1061
619,367,367,365,1,2,4,0.98,18.84,1379017,1,6,1,1380287,1,4,1270
620,367,367,365,1,2,3,0.85,18.64,1540563,1,6,1,1541621,1,7,1058
621,367,367,365,1,2,2,0.92,18.8,1557947,1,6,0,1558908,1,6,961
622,365,367,365,1,2,4,2.56,19.18,1587437,1,1,1,1588566,1,6,1129
623,365,367,365,1,2,5,2.52,19.08,1612265,1,1,1,1613312,1,7,1047
624,365,367,365,1,2,1,2.43,19.27,1637889,1,1,0,1639384,1,6,1495
625,367,367,365,1,2,3,5.8,19.05,1660057,2,1,0,1661137,6,1,1080
626,365,367,365,1,2,1,1.76,19.36,1681837,2,2,0,1682571,1,5,734
627,367,367,365,1,2,5,6.28,19.37,1699243,3,2,0,1700433,5,6,1190
628,365,367,365,1,2,3,7.1,19.18,2393131,3,3,1,2394212,5,7,1081
629,365,367,365,1,2,4,7.01,18.99,2420210,3,3,1,2421238,5,7,1028
630,365,367,365,1,2,5,7.1,19.18,2514835,3,3,1,2515937,5,5,1102
631,365,367,365,1,2,3,6.82,19.27,2535651,3,3,0,2536823,5,6,1172
632,367,367,365,1,2,3,3.68,18.84,2563696,4,3,1,2564733,6,7,1037
633,367,367,365,1,2,3,4.04,18.84,2587164,4,3,0,2588380,6,6,1216
634,365,367,365,1,2,3,2.35,19.08,2614411,4,4,1,2615494,1,5,1083
635,365,367,365,1,2,3,2.28,18.99,2635795,4,4,0,2636818,1,5,1023
636,367,367,365,1,2,5,3.98,18.72,2666905,5,4,1,2667966,6,6,1061
637,367,367,365,1,2,3,3.9,18.76,2768710,5,4,0,2769791,6,5,1081
638,365,367,365,1,2,3,2.58,19.65,2790402,5,5,0,2791505,1,8,1103
639,367,367,365,1,2,4,7.21,18.72,2833462,6,5,0,2834420,5,6,958
640,365,367,365,1,2,3,2.22,19.36,2947759,6,6,1,2948850,1,1,1091
641,365,367,365,1,2,3,2.18,19.36,2972044,6,6,0,2973235,1,6,1191
642,367,367,365,1,2,3,1.2,18.8,3027230,1,6,0,3028357,1,6,1127
643,367,367,365,1,2,3,1.15,19.27,3276739,1,5,0,3277935,1,9,1196
644,365,367,365,1,2,3,1.81,18.64,3304962,1,6,0,3306042,1,5,1080
645,367,367,365,1,2,3,3.71,19.55,3360076,2,6,1,3361236,6,7,1160
646,367,367,365,1,2,4,3.59,19.36,3386718,2,6,1,3387809,6,8,1091
647,367,367,365,1,2,5,3.29,19.55,3411980,2,6,1,3413061,6,5,1081
648,367,367,365,1,2,1,3.75,19.74,3438238,2,6,0,3439574,6,1,1336
649,365,367,365,1,2,3,2.34,18.76,3460068,2,1,1,3461418,1,6,1350
650,365,367,365,1,2,3,2.5,18.72,3487046,2,1,0,3488103,1,1,1057
651,367,367,365,1,2,3,6.47,20.13,3508591,3,1,0,3509821,5,8,1230
652,365,367,365,1,2,1,1.88,18.89,3539503,3,2,0,3540168,1,6,665
653,367,367,365,1,2,4,3.92,18.99,3565758,4,2,0,3566806,6,6,1048
654,365,367,365,1,2,3,6.78,18.64,3601653,4,3,0,3602678,5,5,1025
655,367,367,365,1,2,6,1.72,19.46,3626462,5,3,1,3627565,1,6,1103
656,367,367,365,1,2,3,1.98,19.27,3642896,5,3,0,3643965,1,6,1069
657,365,367,365,1,2,1,4.83,18.64,3673193,5,4,0,3674087,6,5,894
658,367,367,365,1,2,3,8.13,19.08,3694446,6,4,0,3695437,5,8,991
659,365,367,365,1,2,3,2.23,18.72,3715344,6,5,0,3716358,1,6,1014
660,367,367,365,1,2,3,1.52,19.27,3747953,1,5,0,3749080,1,9,1127
661,365,367,365,1,2,3,6.22,18.76,3793206,1,6,0,3794441,5,7,1235
662,367,367,365,1,2,5,3.71,19.36,3819523,2,6,1,3820638,6,6,1115
663,367,367,365,1,2,3,3.2,19.84,3958798,2,6,0,3959925,6,7,1127
664,365,367,365,1,2,5,2.32,18.8,3988890,2,1,0,3990048,1,1,1158
665,367,367,365,1,2,5,6.43,20.22,4011544,3,1,1,4012804,5,1,1260
666,367,367,365,1,2,3,6.26,19.94,4036222,3,1,1,4037516,5,6,1294
667,367,367,365,1,2,5,6.21,19.84,4058670,3,1,0,4060340,5,9,1670
668,365,367,365,1,2,5,1.75,18.97,4087944,3,2,1,4088939,1,6,995
669,365,367,365,1,2,3,2.2,18.72,4122529,3,2,0,4123634,1,6,1105
670,367,367,365,1,2,4,4.04,19.36,4166523,4,2,0,4167513,6,1,990
671,365,367,365,1,2,3,7.01,18.89,4185852,4,3,0,4186949,5,7,1097
672,367,367,365,1,2,3,7.69,19.36,4213001,5,3,1,4214126,5,9,1125
673,367,367,365,1,2,4,7.36,19.27,4329033,5,3,1,4330091,5,9,1058
674,367,367,365,1,2,5,7.94,19.27,4349907,5,3,1,4350909,5,6,1002
675,367,367,365,1,2,4,7.14,18.99,4379923,5,3,0,4380969,5,7,1046
676,365,367,365,1,2,1,5.86,18.89,4407350,5,4,0,4408476,6,5,1126
677,367,367,365,1,2,4,7.85,19.27,4432127,6,4,0,4433095,5,9,968
678,365,367,365,1,2,3,2.04,18.72,4455329,6,5,1,4456343,1,1,1014
679,365,367,365,1,2,4,2.34,18.8,4474341,6,5,0,4475386,1,1,1045
680,367,367,365,1,2,3,1.4,19.27,4520872,1,5,0,4521874,1,9,1002
681,365,367,365,1,2,4,6.22,18.76,4542110,1,6,0,4543034,5,5,924
682,367,367,365,1,2,4,3.54,19.55,4568381,2,6,0,4569529,6,5,1148
683,365,367,365,1,2,1,2.58,18.72,4598117,2,1,0,4599648,1,5,1531
684,367,367,365,1,2,4,6.6,20.03,4616115,3,1,0,4617374,5,9,1259
685,365,367,365,1,2,5,1.5,18.8,4643285,3,2,1,4644344,1,6,1059
686,365,367,365,1,2,4,1.53,18.89,4684827,3,2,1,4685875,1,6,1048
687,365,367,365,1,2,2,1.82,18.76,4785954,3,2,1,4786933,1,9,979
688,365,367,365,1,2,3,2.11,19.05,4805830,3,2,1,4807000,1,6,1170
689,365,367,365,1,2,3,1.85,18.76,4905091,3,2,1,4906161,1,1,1070
690,365,367,365,1,2,3,1.99,18.84,4952853,3,2,1,4953781,1,6,928
691,365,367,365,1,2,3,1.96,18.8,5039394,3,2,0,5040432,1,6,1038
692,367,367,365,1,2,3,3.38,19.36,5098797,4,2,1,5099913,6,1,1116
693,365,367,365,1,2,4,2.19,19.18,5641046,1,6,0,5642071,1,6,1025
694,367,367,365,1,2,5,3.52,18.8,5676733,2,6,0,5677735,6,5,1002
695,365,367,365,1,2,3,2.47,19.27,5703406,2,1,0,5704654,1,6,1248
696,367,367,365,1,2,4,6.33,19.41,5724312,3,1,0,5725495,5,9,1183
697,365,367,365,1,2,3,2.02,19.08,5746718,3,2,1,5747686,1,1,968
698,365,367,365,1,2,3,1.76,19.36,5773243,3,2,0,5774244,1,9,1001
699,367,367,365,1,2,4,4.09,18.76,5802211,4,2,0,5803303,6,1,1092
700,365,367,365,1,2,3,6.77,19.08,5825011,4,3,1,5826094,5,6,1083
701,365,367,365,1,2,3,7.06,19.18,5843823,4,3,1,5844970,5,6,1147
702,365,367,365,1,2,3,7.02,19.18,5866196,4,3,1,5867422,5,6,1226
703,365,367,365,1,2,4,7.02,19.18,5972227,4,3,0,5973487,5,5,1260
704,367,367,365,1,2,2,4.47,18.64,6003774,5,3,1,6004820,6,5,1046
705,367,367,365,1,2,3,2.42,18.72,6022963,5,3,0,6024033,1,6,1070
706,365,367,365,1,2,5,2.35,19.08,6051286,5,4,0,6052365,1,7,1079
707,367,367,365,1,2,3,7.68,18.68,6075927,6,4,0,6076985,5,5,1058
708,365,367,365,1,2,4,2.37,19.84,6095806,6,5,1,6096718,1,8,912
709,365,367,365,1,2,3,2.51,19.27,6122962,6,5,1,6124030,1,7,1068
710,365,367,365,1,2,3,2.39,19.27,6141675,6,5,0,6142710,1,6,1035
711,367,367,365,1,2,5,1.23,18.89,6172838,1,5,1,6173976,1,1,1138
712,367,367,365,1,2,3,1.19,18.68,6197334,1,5,0,6198369,1,9,1035
713,365,367,365,1,2,4,6.41,19.36,6220424,1,6,0,6221452,5,7,1028
714,367,367,365,1,2,4,3.65,18.72,6246718,2,6,1,6247842,6,5,1124
715,367,367,365,1,2,3,3.52,18.76,6274493,2,6,0,6275473,6,5,980
716,365,367,365,1,2,3,2.66,19.74,6299600,2,1,0,6300870,1,1,1270
717,367,367,365,1,2,5,6.28,19.29,6321323,3,1,0,6322531,5,1,1208
718,365,367,365,1,2,4,1.89,19.27,6344638,3,2,0,6345539,1,9,901
719,367,367,365,1,2,3,4.01,18.76,6378045,4,2,0,6379071,6,6,1026
720,365,367,365,1,2,4,7.1,19.18,6407542,4,3,1,6408623,5,6,1081
721,365,367,365,1,2,4,7.07,19.36,6427036,4,3,1,6428172,5,5,1136
722,365,367,365,1,2,5,6.94,19.27,6526586,4,3,1,6527678,5,6,1092
723,365,367,365,1,2,1,7.1,19.18,6578223,4,3,0,6579883,5,1,1660
724,367,367,365,1,2,3,2.3,18.97,6599179,5,3,0,6600213,1,5,1034
725,365,367,365,1,2,2,2.31,19.18,6628479,5,4,0,6629506,1,8,1027
726,367,367,365,1,2,3,7.55,18.84,6656523,6,4,1,6657606,5,1,1083
727,367,367,365,1,2,3,7.68,18.68,6681301,6,4,0,6682314,5,1,1013
728,365,367,365,1,2,3,2.48,19.18,6710776,6,5,1,6711803,1,9,1027
729,365,367,365,1,2,1,2.47,19.27,6729781,6,5,0,6731050,1,1,1269
730,367,367,365,1,2,1,1.33,18.76,6777053,1,5,0,6777732,1,1,679
731,365,367,365,1,2,6,2.3,19.36,6803978,1,6,1,6805069,1,9,1091
732,365,367,365,1,2,4,1.7,18.9,6829837,1,6,1,6830940,1,6,1103
733,365,367,365,1,2,5,1.94,19.08,6859772,1,6,1,6860821,1,9,1049
734,367,367,365,1,2,3,1.52,19.18,7069353,1,5,1,7070492,1,6,1139
735,367,367,365,1,2,5,1.74,19.08,7089853,1,5,0,7090912,1,1,1059
736,365,367,365,1,2,3,1.74,18.76,7123140,1,6,1,7124232,1,6,1092
737,365,367,365,1,2,2,1.59,18.93,7153329,1,6,1,7154354,1,8,1025
738,365,367,365,1,2,3,1.91,18.8,7178349,1,6,0,7179485,1,6,1136
739,367,367,365,1,2,3,3.71,19.27,7208012,2,6,0,7209194,6,7,1182
740,365,367,365,1,2,4,2.59,18.8,7230054,2,1,1,7231123,1,6,1069
741,365,367,365,1,2,3,2.42,18.76,7275368,2,1,1,7276419,1,6,1051
742,365,367,365,1,2,3,2.65,18.84,7386614,2,1,1,7387719,1,1,1105
743,365,367,365,1,2,3,2.59,18.93,7411554,2,1,1,7412668,1,1,1114
744,365,367,365,1,2,3,2.81,18.89,7432522,2,1,0,7433680,1,1,1158
745,367,367,365,1,2,3,7.72,19.94,7459168,3,1,0,7460271,5,9,1103
746,365,367,365,1,2,3,1.86,18.93,7481563,3,2,1,7482511,1,6,948
747,365,367,365,1,2,1,1.41,18.76,7502510,3,2,0,7503891,1,6,1381
748,367,367,365,1,2,2,4.33,19.27,7528769,4,2,1,7529770,6,9,1001
749,367,367,365,1,2,3,4.05,19.18,7548509,4,2,0,7549522,6,6,1013
750,365,367,365,1,2,4,6.98,18.8,7573034,4,3,1,7574204,5,6,1170
751,365,367,365,1,2,6,6.98,18.8,7591803,4,3,1,7592851,5,5,1048
752,365,367,365,1,2,3,7.13,18.72,7688226,4,3,0,7689312,5,6,1086
753,367,367,365,1,2,4,7.43,19.08,7716050,5,3,0,7717052,5,9,1002
754,365,367,365,1,2,3,3.71,18.8,7751159,5,4,1,7752216,6,6,1057
755,365,367,365,1,2,5,2.23,18.72,7788330,5,4,1,7789250,1,5,920
756,365,367,365,1,2,3,2.06,18.64,7810808,5,4,1,7811733,1,5,925
757,365,367,365,1,2,3,1.95,18.68,7837219,5,4,0,7838278,1,5,1059
758,367,367,365,1,2,3,7.97,19.08,7858409,6,4,1,7859534,5,6,1125
759,367,367,365,1,2,3,8.04,18.9,7879248,6,4,0,7880284,5,7,1036
760,365,367,365,1,2,6,1.99,18.89,7900566,6,5,1,7901904,1,6,1338
761,365,367,365,1,2,3,1.9,18.76,7917824,6,5,1,7918827,1,6,1003
762,365,367,365,1,2,2,2.37,18.89,7951921,6,5,1,7952947,1,6,1026
763,365,367,365,1,2,5,2.4,18.89,7986649,6,5,1,7987588,1,1,939
764,365,367,365,1,2,1,2.43,18.84,8016039,6,5,0,8016761,1,1,722
765,367,367,365,1,2,3,1.57,19.18,8043752,1,5,0,8044798,1,9,1046
766,365,367,365,1,2,5,6.17,18.8,8067143,1,6,1,8068134,5,5,991
767,365,367,365,1,2,2,6.11,18.72,8089543,1,6,0,8090513,5,5,970
768,367,367,365,1,2,4,4.09,19.27,8121096,2,6,0,8122313,6,8,1217
769,362,362,365,1,2,3,0.9,18.18,752094,1,1,1,753215,1,1,1121
770,362,362,365,1,2,3,1.39,18.62,782065,1,1,0,783196,1,8,1131
771,365,362,365,1,2,3,1.47,18.15,822348,1,2,0,823326,1,1,978
772,362,362,365,1,2,3,5.2,19.29,848307,2,2,0,849477,6,6,1170
773,365,362,365,1,2,3,7.87,18.2,869488,2,3,0,870512,5,1,1024
774,362,362,365,1,2,4,8.12,19.06,896724,3,3,0,897782,5,5,1058
775,365,362,365,1,2,2,2.73,18.05,942082,3,4,1,943014,1,6,932
776,365,362,365,1,2,3,2.14,18.5,969605,3,4,0,970571,1,5,966
777,362,362,365,1,2,3,3.08,19.86,992992,4,4,0,994072,6,7,1080
778,365,362,365,1,2,5,1.65,18.94,1013643,4,5,0,1014616,1,7,973
779,362,362,365,1,2,3,7.7,18.84,1051909,5,5,0,1052951,5,1,1042
780,365,362,365,1,2,3,6.22,18.5,1073563,5,6,0,1074527,5,7,964
781,362,362,365,1,4,6,2.06,19.97,1099494,6,6,1,1100479,1,5,985
782,362,362,365,1,4,5,2.65,20.56,1118379,6,6,1,1119257,1,6,878
783,362,362,365,1,4,3,2.68,19.29,1148302,6,6,1,1149227,1,6,925
784,362,362,365,1,4,1,1.83,20.21,1249912,6,6,0,1251305,1,1,1393
785,365,362,365,1,2,3,1.59,18.8,1270907,6,1,1,1271884,1,7,977
786,365,362,365,1,2,3,1.52,18.45,1290020,6,1,1,1291155,1,5,1135
787,365,362,365,1,2,4,2.33,18.45,1326199,6,1,1,1327305,1,6,1106
788,365,362,365,1,2,3,2.43,18.5,1425813,6,1,1,1426962,1,1,1149
789,365,362,365,1,2,3,1.68,18.3,1449128,6,1,0,1450156,1,6,1028
790,362,362,365,1,2,1,1.32,19.18,1475937,1,1,0,1477405,1,1,1468
791,365,362,365,1,2,4,1.36,18.35,1495817,1,2,0,1496770,1,1,953
792,362,362,365,1,2,5,7.19,19.06,1522021,2,2,0,1522886,5,1,865
793,365,362,365,1,2,5,7.3,18.25,1543785,2,3,0,1544765,5,1,980
